STATIONS_ID;MESS_DATUM;QN_4;TT_TER;RF_TER;eor
       5705;2025042106;    9;    5.3;  96.0;eor
       5705;2025042112;    9;   17.9;  43.0;eor
       5705;2025042118;    9;   10.7;  88.0;eor
       5705;2025042206;    9;    8.4;  93.0;eor
       5705;2025042212;    9;   14.7;  62.0;eor
       5705;2025042218;    9;   14.2;  70.0;eor
       5705;2025042306;    9;    8.4;  95.0;eor
       5705;2025042312;    9;   19.2;  43.0;eor
       5705;2025042318;    9;   14.1;  77.0;eor
       5705;2025042406;    9;    8.6;  91.0;eor
       5705;2025042412;    9;   11.8;  73.0;eor
       5705;2025042418;    9;   13.1;  66.0;eor
       5705;2025042506;    9;    8.9;  94.0;eor
       5705;2025042512;    9;   10.9;  89.0;eor
       5705;2025042518;    9;   10.0;  85.0;eor
       5705;2025042606;    9;    7.7;  84.0;eor
       5705;2025042612;    9;   16.0;  61.0;eor
       5705;2025042618;    9;   15.1;  48.0;eor
       5705;2025042706;    9;    7.7;  69.0;eor
       5705;2025042712;    9;   17.1;  46.0;eor
       5705;2025042718;    9;   16.7;  36.0;eor
       5705;2025042806;    9;    8.1;  74.0;eor
       5705;2025042812;    9;   20.0;  35.0;eor
       5705;2025042818;    9;   19.4;  35.0;eor
       5705;2025042906;    9;   10.2;  69.0;eor
       5705;2025042912;    9;   21.9;  36.0;eor
       5705;2025042918;    9;   20.9;  34.0;eor
       5705;2025043006;    9;   11.5;  70.0;eor
       5705;2025043012;    9;   23.1;  32.0;eor
       5705;2025043018;    9;   22.4;  31.0;eor
       5705;2025050106;    9;   11.9;  76.0;eor
       5705;2025050112;    9;   24.8;  34.0;eor
       5705;2025050118;    9;   23.8;  37.0;eor
       5705;2025050206;    9;   12.6;  75.0;eor
